INFRACCIONES,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,
    3.3.-Corrupción de menores o incapacitados,8.0,14.0,3.0,5.0,9.0,7.0,10.0,14.0,8.0,5.0,5.0,9.0,
    3.4.-Pornografía de menores,9.0,9.0,7.0,3.0,16.0,8.0,9.0,8.0,1.0,2.0,7.0,14.0,
    3.5.-Otros contra la libertad e indemnidad sexual,142.0,137.0,178.0,141.0,113.0,99.0,83.0,79.0,80.0,87.0,87.0,70.0,
    4. RELACIONES FAMILIARES,204.0,183.0,216.0,252.0,255.0,297.0,275.0,292.0,295.0,354.0,292.0,232.0,
    5. PATRIMONIO,15745.0,13848.0,17648.0,19031.0,20833.0,22080.0,21837.0,22141.0,23649.0,25210.0,25091.0,25858.0,
    5.1.-Hurtos,4548.0,3723.0,6113.0,6670.0,7794.0,8004.0,8330.0,8639.0,8779.0,8939.0,8774.0,8739.0,
    5.2.-Robos con fuerza en las cosas,3494.0,3188.0,4177.0,4742.0,5649.0,6583.0,6562.0,6817.0,7829.0,8764.0,9026.0,9344.0,
    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,1028.0,884.0,1124.0,1304.0,1591.0,1790.0,1771.0,1689.0,1803.0,2422.0,2866.0,1846.0,
    5.2.2.-Robos con fuerza en viviendas,1322.0,1323.0,1707.0,1790.0,2260.0,2738.0,2646.0,2885.0,3417.0,3690.0,2913.0,2498.0,
    5.2.3.-Robos con fuerza en establecimientos,351.0,284.0,485.0,467.0,498.0,621.0,631.0,612.0,660.0,723.0,709.0,967.0,
    5.3.-Robos con violencia o intimidación,534.0,386.0,537.0,550.0,588.0,692.0,697.0,853.0,1079.0,1177.0,1081.0,1050.0,
    5.3.1.-Robos con violencia en vía pública,346.0,232.0,329.0,335.0,343.0,453.0,451.0,569.0,716.0,799.0,573.0,714.0,
    5.3.2.-Robos con violencia en viviendas,61.0,46.0,50.0,53.0,53.0,63.0,62.0,71.0,81.0,100.0,86.0,79.0,
    5.3.3.-Robos con violencia en establecimientos,59.0,50.0,64.0,75.0,99.0,78.0,92.0,96.0,112.0,136.0,161.0,164.0,
    5.4.-Sustracción de vehículos,294.0,241.0,368.0,362.0,510.0,659.0,702.0,636.0,696.0,893.0,852.0,1178.0,
    5.5.-Estafas,3255.0,2803.0,2360.0,2334.0,1816.0,1657.0,1301.0,1123.0,1054.0,924.0,914.0,839.0,
    5.5.1.-Estafas informáticas,2281.0,1864.0,1418.0,1314.0,985.0,870.0,447.0,373.0,334.0,272.0,248.0,242.0,
    5.6.-Daños,2684.0,2424.0,2951.0,3234.0,3666.0,3897.0,3603.0,3498.0,3680.0,4039.0,3976.0,4320.0,
    5.7.-Contra la propiedad intelectual/industrial,14.0,7.0,9.0,19.0,15.0,15.0,22.0,24.0,25.0,29.0,34.0,29.0,
    5.8.-Blanqueo de capitales,2.0,5.0,3.0,2.0,2.0,1.0,1.0,4.0,3.0,3.0,3.0,3.0,
    5.9.-Otros contra el patrimonio,920.0,1071.0,1130.0,1118.0,793.0,572.0,619.0,547.0,504.0,442.0,431.0,356.0,
    6. SEGURIDAD COLECTIVA,1965.0,1747.0,1823.0,1559.0,1264.0,1190.0,1329.0,1315.0,1414.0,1537.0,1912.0,1775.0,
    6.1.-Tráfico de drogas,515.0,538.0,451.0,345.0,267.0,235.0,240.0,210.0,267.0,279.0,352.0,337.0,
    6.2.-Contra la seguridad vial,1419.0,1176.0,1351.0,1188.0,984.0,935.0,1069.0,1089.0,1121.0,1219.0,1523.0,1399.0,
    6.3.-Otros contra la seguridad colectiva,31.0,33.0,21.0,26.0,13.0,20.0,20.0,16.0,26.0,39.0,37.0,39.0,
    7. FALSEDADES,446.0,353.0,399.0,407.0,303.0,313.0,301.0,261.0,261.0,281.0,254.0,225.0,
    8. ADMÓN. PÚBLICA,9.0,11.0,20.0,14.0,14.0,17.0,9.0,4.0,6.0,2.0,10.0,11.0,
    9. ADMÓN. JUSTICIA,681.0,648.0,674.0,626.0,550.0,586.0,517.0,555.0,570.0,511.0,505.0,552.0,
    10. ORDEN PÚBLICO,528.0,756.0,418.0,426.0,387.0,344.0,434.0,439.0,489.0,522.0,607.0,527.0,
    11. LEGISLACIÓN ESPECIAL,22.0,12.0,4.0,1.0,0.0,0.0,3.0,1.0,0.0,3.0,4.0,2.0,
    12. OTRAS INFRACCIONES PENALES,203.0,182.0,174.0,193.0,159.0,180.0,156.0,89.0,89.0,125.0,107.0,146.0,
    TOTAL INFRACCIONES PENALES,26110.0,23627.0,27579.0,28304.0,29401.0,30617.0,30639.0,31209.0,32565.0,34906.0,35543.0,36141.0,
Ávila,
    1. CONTRA LAS PERSONAS,545.0,413.0,556.0,506.0,491.0,498.0,681.0,947.0,924.0,1113.0,1188.0,1110.0,
    1.1.-Homicidios dolosos/asesinatos,2.0,6.0,1.0,2.0,1.0,6.0,5.0,0.0,2.0,4.0,7.0,5.0,
    1.1.1.-Homicidios dolosos/asesinatos consumados,0.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,
    1.2.-Lesiones,341.0,241.0,364.0,337.0,337.0,328.0,373.0,361.0,327.0,435.0,460.0,404.0,
    1.3.-Malos tratos ámbito familiar,185.0,150.0,174.0,151.0,146.0,155.0,109.0,133.0,119.0,156.0,154.0,180.0,
    1.4.-Otros contra las personas,17.0,16.0,17.0,16.0,7.0,9.0,194.0,453.0,476.0,518.0,567.0,521.0,
    2. CONTRA LA LIBERTAD,528.0,386.0,427.0,431.0,432.0,391.0,266.0,125.0,128.0,136.0,111.0,123.0,
    2.1.-Malos tratos habituales en el ámbito familiar,89.0,64.0,60.0,58.0,70.0,58.0,78.0,70.0,70.0,79.0,62.0,84.0,
    2.2.-Otros contra la libertad,439.0,322.0,367.0,373.0,362.0,333.0,188.0,55.0,58.0,57.0,49.0,39.0,
    3. LIBERTAD SEXUAL,47.0,30.0,45.0,27.0,30.0,26.0,32.0,34.0,24.0,25.0,33.0,24.0,
    3.1.-Agresión sexual,2.0,5.0,6.0,2.0,2.0,7.0,2.0,1.0,3.0,4.0,8.0,5.0,
    3.2.-Agresión sexual con penetración,1.0,5.0,0.0,4.0,2.0,4.0,4.0,1.0,3.0,4.0,3.0,3.0,
    3.3.-Corrupción de menores o incapacitados,1.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,
    3.4.-Pornografía de menores,1.0,2.0,3.0,3.0,1.0,2.0,4.0,3.0,4.0,0.0,6.0,2.0,
    3.5.-Otros contra la libertad e indemnidad sexual,42.0,18.0,36.0,18.0,21.0,13.0,21.0,28.0,13.0,16.0,15.0,13.0,
    4. RELACIONES FAMILIARES,23.0,31.0,23.0,29.0,11.0,24.0,21.0,13.0,25.0,31.0,23.0,23.0,
    5. PATRIMONIO,3392.0,3074.0,3406.0,3333.0,3136.0,3327.0,3431.0,3534.0,3895.0,3748.0,3695.0,3830.0,
    5.1.-Hurtos,581.0,523.0,758.0,820.0,870.0,892.0,1004.0,1058.0,1296.0,1280.0,1258.0,1334.0,
    5.2.-Robos con fuerza en las cosas,507.0,510.0,708.0,768.0,737.0,920.0,999.0,1058.0,1159.0,1077.0,957.0,994.0,
    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,46.0,42.0,76.0,84.0,92.0,78.0,64.0,96.0,101.0,106.0,101.0,94.0,
    5.2.2.-Robos con fuerza en viviendas,255.0,235.0,290.0,349.0,282.0,455.0,478.0,491.0,570.0,453.0,299.0,395.0,
    5.2.3.-Robos con fuerza en establecimientos,64.0,78.0,100.0,77.0,135.0,124.0,185.0,146.0,145.0,147.0,161.0,144.0,
    5.3.-Robos con violencia o intimidación,23.0,13.0,23.0,39.0,32.0,38.0,45.0,57.0,53.0,65.0,63.0,68.0,
    5.3.1.-Robos con violencia en vía pública,10.0,6.0,12.0,12.0,16.0,28.0,26.0,34.0,32.0,44.0,39.0,47.0,
    5.3.2.-Robos con violencia en viviendas,5.0,2.0,4.0,12.0,5.0,0.0,2.0,5.0,7.0,4.0,3.0,6.0,
    5.3.3.-Robos con violencia en establecimientos,2.0,4.0,3.0,9.0,5.0,4.0,6.0,1.0,7.0,6.0,9.0,10.0,
    5.4.-Sustracción de vehículos,17.0,21.0,32.0,44.0,31.0,35.0,40.0,50.0,66.0,54.0,66.0,72.0,
    5.5.-Estafas,1277.0,1172.0,863.0,724.0,540.0,491.0,378.0,267.0,283.0,237.0,221.0,185.0,
    5.5.1.-Estafas informáticas,922.0,831.0,578.0,416.0,322.0,260.0,191.0,130.0,121.0,87.0,60.0,28.0,
    5.6.-Daños,863.0,705.0,893.0,819.0,823.0,850.0,844.0,959.0,959.0,980.0,1056.0,1122.0,
    5.7.-Contra la propiedad intelectual/industrial,3.0,3.0,8.0,4.0,7.0,5.0,6.0,4.0,2.0,6.0,11.0,5.0,
    5.8.-Blanqueo de capitales,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,
    5.9.-Otros contra el patrimonio,118.0,126.0,120.0,114.0,94.0,95.0,114.0,80.0,77.0,48.0,63.0,49.0,
    6. SEGURIDAD COLECTIVA,265.0,226.0,258.0,243.0,265.0,225.0,222.0,255.0,260.0,350.0,386.0,271.0,
    6.1.-Tráfico de drogas,48.0,41.0,42.0,39.0,34.0,27.0,22.0,24.0,36.0,36.0,39.0,30.0,
    6.2.-Contra la seguridad vial,196.0,163.0,186.0,176.0,158.0,168.0,180.0,217.0,218.0,286.0,326.0,237.0,
    6.3.-Otros contra la seguridad colectiva,21.0,22.0,30.0,28.0,73.0,30.0,20.0,14.0,6.0,28.0,21.0,4.0,
    7. FALSEDADES,155.0,74.0,75.0,78.0,94.0,62.0,68.0,47.0,54.0,43.0,40.0,39.0,
    8. ADMÓN. PÚBLICA,2.0,5.0,4.0,1.0,4.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,
    9. ADMÓN. JUSTICIA,92.0,71.0,105.0,106.0,92.0,83.0,72.0,64.0,79.0,52.0,86.0,80.0,
    10. ORDEN PÚBLICO,56.0,65.0,46.0,55.0,51.0,51.0,68.0,97.0,103.0,142.0,92.0,100.0,
    11. LEGISLACIÓN ESPECIAL,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
    12. OTRAS INFRACCIONES PENALES,79.0,72.0,109.0,84.0,70.0,55.0,45.0,32.0,20.0,27.0,20.0,19.0,
    TOTAL INFRACCIONES PENALES,5185.0,4447.0,5054.0,4893.0,4676.0,4743.0,4907.0,5149.0,5513.0,5668.0,5674.0,5621.0,
Badajoz,
    1. CONTRA LAS PERSONAS,2103.0,1884.0,2130.0,2108.0,2179.0,2055.0,2870.0,3776.0,3681.0,3623.0,3896.0,4185.0,
    1.1.-Homicidios dolosos/asesinatos,22.0,14.0,9.0,13.0,15.0,14.0,8.0,11.0,12.0,17.0,20.0,14.0,
    1.1.1.-Homicidios dolosos/asesinatos consumados,3.0,4.0,2.0,3.0,5.0,6.0,0.0,4.0,5.0,12.0,7.0,2.0,
    1.2.-Lesiones,1256.0,1085.0,1319.0,1378.0,1467.0,1372.0,1257.0,1242.0,1266.0,1309.0,1361.0,1522.0,
    1.3.-Malos tratos ámbito familiar,776.0,747.0,752.0,667.0,664.0,643.0,719.0,699.0,726.0,679.0,669.0,676.0,
    1.4.-Otros contra las personas,49.0,38.0,50.0,50.0,33.0,26.0,886.0,1824.0,1677.0,1618.0,1846.0,1973.0,
    2. CONTRA LA LIBERTAD,1726.0,1592.0,1624.0,1537.0,1568.0,1413.0,862.0,475.0,435.0,427.0,485.0,404.0,
    2.1.-Malos tratos habituales en el ámbito familiar,177.0,164.0,144.0,109.0,105.0,103.0,138.0,178.0,192.0,160.0,160.0,119.0,
    2.2.-Otros contra la libertad,1549.0,1428.0,1480.0,1428.0,1463.0,1310.0,724.0,297.0,243.0,267.0,325.0,285.0,
    3. LIBERTAD SEXUAL,137.0,122.0,146.0,141.0,97.0,108.0,109.0,90.0,98.0,85.0,112.0,110.0,
    3.1.-Agresión sexual,15.0,16.0,25.0,15.0,10.0,9.0,9.0,12.0,24.0,20.0,19.0,20.0,
    3.2.-Agresión sexual con penetración,22.0,10.0,13.0,15.0,7.0,11.0,8.0,4.0,12.0,10.0,11.0,13.0,
    3.3.-Corrupción de menores o incapacitados,5.0,6.0,8.0,4.0,3.0,8.0,4.0,6.0,5.0,2.0,4.0,7.0,
    3.4.-Pornografía de menores,10.0,4.0,5.0,7.0,6.0,6.0,12.0,5.0,5.0,4.0,13.0,16.0,
    3.5.-Otros contra la libertad e indemnidad sexual,85.0,86.0,95.0,100.0,71.0,74.0,76.0,63.0,52.0,49.0,65.0,54.0,
    4. RELACIONES FAMILIARES,157.0,166.0,165.0,182.0,188.0,184.0,199.0,218.0,224.0,229.0,139.0,170.0,
    5. PATRIMONIO,11892.0,11322.0,13007.0,12681.0,13067.0,13026.0,13272.0,13539.0,14235.0,13829.0,13533.0,13837.0,
    5.1.-Hurtos,3377.0,3063.0,4811.0,4675.0,5234.0,5335.0,5807.0,6083.0,6631.0,6155.0,5799.0,5974.0,
    5.2.-Robos con fuerza en las cosas,1924.0,2098.0,2497.0,2677.0,2902.0,3134.0,3266.0,3495.0,3582.0,3531.0,3757.0,3760.0,
    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,369.0,363.0,522.0,489.0,563.0,677.0,705.0,701.0,750.0,808.0,973.0,1043.0,
    5.2.2.-Robos con fuerza en viviendas,715.0,751.0,776.0,897.0,978.0,964.0,948.0,1041.0,1021.0,961.0,725.0,819.0,
    5.2.3.-Robos con fuerza en establecimientos,318.0,397.0,465.0,561.0,622.0,684.0,633.0,704.0,652.0,601.0,680.0,725.0,
    5.3.-Robos con violencia o intimidación,132.0,155.0,252.0,179.0,224.0,220.0,238.0,232.0,297.0,300.0,296.0,343.0,
    5.3.1.-Robos con violencia en vía pública,62.0,77.0,136.0,98.0,124.0,134.0,139.0,134.0,153.0,185.0,185.0,216.0,
    5.3.2.-Robos con violencia en viviendas,25.0,19.0,27.0,18.0,19.0,24.0,29.0,21.0,36.0,27.0,35.0,24.0,
    5.3.3.-Robos con violencia en establecimientos,36.0,45.0,56.0,46.0,56.0,38.0,45.0,43.0,70.0,63.0,51.0,74.0,
    5.4.-Sustracción de vehículos,116.0,113.0,114.0,123.0,248.0,318.0,297.0,278.0,270.0,296.0,405.0,476.0,
    5.5.-Estafas,3750.0,3467.0,2540.0,2404.0,1804.0,1476.0,1193.0,931.0,781.0,817.0,711.0,667.0,
    5.5.1.-Estafas informáticas,3328.0,2685.0,1509.0,1214.0,815.0,625.0,392.0,343.0,249.0,287.0,204.0,213.0,
    5.6.-Daños,2105.0,1947.0,2229.0,2016.0,2219.0,2125.0,2017.0,2053.0,2232.0,2326.0,2310.0,2399.0,
    5.7.-Contra la propiedad intelectual/industrial,10.0,19.0,30.0,32.0,10.0,23.0,24.0,31.0,32.0,29.0,28.0,36.0,
    5.8.-Blanqueo de capitales,7.0,4.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,
    5.9.-Otros contra el patrimonio,471.0,456.0,533.0,575.0,426.0,393.0,428.0,436.0,410.0,375.0,227.0,182.0,
    6. SEGURIDAD COLECTIVA,704.0,630.0,758.0,653.0,592.0,520.0,603.0,615.0,747.0,912.0,1070.0,966.0,
    6.1.-Tráfico de drogas,206.0,200.0,218.0,131.0,127.0,115.0,140.0,148.0,196.0,198.0,201.0,191.0,
    6.2.-Contra la seguridad vial,470.0,401.0,502.0,480.0,413.0,381.0,443.0,443.0,543.0,695.0,852.0,764.0,
    6.3.-Otros contra la seguridad colectiva,28.0,29.0,38.0,42.0,52.0,24.0,20.0,24.0,8.0,19.0,17.0,11.0,
    7. FALSEDADES,513.0,386.0,346.0,347.0,304.0,272.0,234.0,205.0,188.0,200.0,184.0,142.0,
    8. ADMÓN. PÚBLICA,10.0,1.0,4.0,10.0,3.0,4.0,0.0,2.0,0.0,3.0,4.0,3.0,
    9. ADMÓN. JUSTICIA,452.0,413.0,440.0,391.0,402.0,402.0,362.0,370.0,409.0,359.0,355.0,350.0,
    10. ORDEN PÚBLICO,237.0,335.0,185.0,177.0,186.0,201.0,249.0,307.0,321.0,398.0,465.0,396.0,
    11. LEGISLACIÓN ESPECIAL,7.0,7.0,3.0,6.0,6.0,0.0,1.0,2.0,3.0,1.0,2.0,0.0,
    12. OTRAS INFRACCIONES PENALES,144.0,169.0,154.0,176.0,157.0,174.0,145.0,159.0,134.0,132.0,127.0,137.0,
    TOTAL INFRACCIONES PENALES,18082.0,17027.0,18962.0,18409.0,18749.0,18359.0,18906.0,19758.0,20475.0,20198.0,20372.0,20700.0,
Balears (Illes),
    1. CONTRA LAS PERSONAS,7431.0,6407.0,8110.0,7545.0,7096.0,6609.0,7774.0,9299.0,9030.0,8966.0,9608.0,8938.0,
    1.1.-Homicidios dolosos/asesinatos,38.0,37.0,48.0,44.0,32.0,32.0,35.0,33.0,33.0,30.0,60.0,41.0,
    1.1.1.-Homicidios dolosos/asesinatos consumados,6.0,7.0,6.0,8.0,4.0,9.0,8.0,12.0,10.0,5.0,12.0,6.0,
    1.2.-Lesiones,3101.0,2765.0,3774.0,3806.0,3679.0,3456.0,3301.0,3325.0,3325.0,3387.0,3702.0,3358.0,
    1.3.-Malos tratos ámbito familiar,4114.0,3474.0,4123.0,3558.0,3253.0,3045.0,2647.0,2502.0,2425.0,2232.0,2347.0,2137.0,
    1.4.-Otros contra las personas,178.0,131.0,165.0,137.0,132.0,76.0,1791.0,3439.0,3247.0,3317.0,3499.0,3402.0,
    2. CONTRA LA LIBERTAD,5619.0,5083.0,4718.0,4373.0,4377.0,4258.0,2685.0,1350.0,1327.0,1384.0,1590.0,1515.0,
    2.1.-Malos tratos habituales en el ámbito familiar,682.0,569.0,526.0,509.0,484.0,514.0,472.0,428.0,474.0,506.0,619.0,592.0,
    2.2.-Otros contra la libertad,4937.0,4514.0,4192.0,3864.0,3893.0,3744.0,2213.0,922.0,853.0,878.0,971.0,923.0,
    3. LIBERTAD SEXUAL,777.0,520.0,743.0,584.0,517.0,442.0,411.0,394.0,406.0,383.0,419.0,426.0,
    3.1.-Agresión sexual,117.0,60.0,124.0,118.0,94.0,73.0,82.0,91.0,90.0,94.0,95.0,88.0,
    3.2.-Agresión sexual con penetración,65.0,57.0,89.0,73.0,50.0,51.0,47.0,58.0,62.0,65.0,55.0,51.0,
    3.3.-Corrupción de menores o incapacitados,19.0,28.0,14.0,16.0,9.0,27.0,17.0,19.0,18.0,20.0,15.0,16.0,
    3.4.-Pornografía de menores,22.0,17.0,16.0,17.0,19.0,17.0,11.0,23.0,27.0,13.0,24.0,43.0,
    3.5.-Otros contra la libertad e indemnidad sexual,554.0,358.0,500.0,360.0,345.0,274.0,254.0,203.0,209.0,191.0,230.0,228.0,
    4. RELACIONES FAMILIARES,270.0,194.0,188.0,168.0,180.0,212.0,234.0,255.0,274.0,258.0,212.0,161.0,
    5. PATRIMONIO,41567.0,42187.0,58274.0,55800.0,55129.0,51859.0,50642.0,52211.0,57282.0,58202.0,57572.0,54693.0,
    5.1.-Hurtos,16433.0,12478.0,26584.0,27629.0,29183.0,27962.0,27662.0,29784.0,34526.0,33392.0,31650.0,28551.0,
    5.2.-Robos con fuerza en las cosas,6119.0,5724.0,7883.0,7967.0,8666.0,8737.0,8506.0,9219.0,10050.0,11756.0,13000.0,13221.0,
    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2582.0,2257.0,2893.0,2455.0,2895.0,2965.0,2528.0,2878.0,3037.0,3694.0,4211.0,2774.0,
    5.2.2.-Robos con fuerza en viviendas,1921.0,1857.0,2598.0,3067.0,3125.0,3104.0,3323.0,3608.0,3540.0,4337.0,2921.0,3476.0,
    5.2.3.-Robos con fuerza en establecimientos,725.0,748.0,965.0,1030.0,1145.0,1138.0,1042.0,1027.0,1300.0,1346.0,1945.0,2468.0,
    5.3.-Robos con violencia o intimidación,896.0,749.0,1314.0,1230.0,1354.0,1186.0,1069.0,1217.0,1319.0,1585.0,1608.0,1476.0,
    5.3.1.-Robos con violencia en vía pública,571.0,465.0,843.0,771.0,899.0,721.0,652.0,769.0,851.0,1031.0,939.0,1031.0,
    5.3.2.-Robos con violencia en viviendas,79.0,72.0,85.0,89.0,68.0,78.0,61.0,89.0,78.0,101.0,82.0,73.0,
    5.3.3.-Robos con violencia en establecimientos,118.0,113.0,164.0,157.0,186.0,175.0,141.0,150.0,169.0,190.0,156.0,189.0,
    5.4.-Sustracción de vehículos,1073.0,1021.0,1429.0,1432.0,1717.0,1925.0,1770.0,1445.0,1582.0,1650.0,1861.0,1970.0,
    5.5.-Estafas,10021.0,15834.0,13083.0,9812.0,6696.0,5028.0,4741.0,3650.0,3218.0,3175.0,2824.0,2634.0,
    5.5.1.-Estafas informáticas,7005.0,10879.0,7702.0,5491.0,3156.0,2113.0,2264.0,1304.0,1049.0,956.0,749.0,546.0,
    5.6.-Daños,5010.0,4596.0,5625.0,5479.0,5290.0,5064.0,4994.0,4949.0,4821.0,5391.0,5573.0,5763.0,
    5.7.-Contra la propiedad intelectual/industrial,74.0,31.0,133.0,109.0,77.0,91.0,116.0,140.0,113.0,83.0,79.0,89.0,
    5.8.-Blanqueo de capitales,4.0,8.0,8.0,5.0,4.0,4.0,8.0,6.0,4.0,4.0,10.0,10.0,
    5.9.-Otros contra el patrimonio,1937.0,1746.0,2215.0,2137.0,2142.0,1862.0,1776.0,1801.0,1649.0,1166.0,967.0,979.0,
    6. SEGURIDAD COLECTIVA,1988.0,2132.0,2880.0,2676.0,2534.0,2332.0,2517.0,2810.0,3052.0,2948.0,2524.0,2078.0,
    6.1.-Tráfico de drogas,389.0,431.0,656.0,514.0,483.0,500.0,419.0,560.0,561.0,435.0,436.0,320.0,
    6.2.-Contra la seguridad vial,1532.0,1637.0,2051.0,1997.0,1973.0,1764.0,2017.0,2154.0,2413.0,2421.0,1988.0,1638.0,
    6.3.-Otros contra la seguridad colectiva,67.0,64.0,173.0,165.0,78.0,68.0,81.0,96.0,78.0,92.0,100.0,120.0,
    7. FALSEDADES,1008.0,671.0,716.0,639.0,476.0,479.0,417.0,380.0,405.0,419.0,450.0,388.0,
    8. ADMÓN. PÚBLICA,7.0,16.0,11.0,6.0,18.0,27.0,8.0,15.0,7.0,15.0,24.0,20.0,
    9. ADMÓN. JUSTICIA,1357.0,1215.0,1095.0,963.0,950.0,980.0,916.0,846.0,798.0,781.0,832.0,888.0,
    10. ORDEN PÚBLICO,718.0,1047.0,652.0,599.0,634.0,643.0,791.0,947.0,1009.0,1003.0,1000.0,854.0,
    11. LEGISLACIÓN ESPECIAL,0.0,1.0,0.0,2.0,0.0,3.0,2.0,3.0,1.0,0.0,0.0,1.0,
    12. OTRAS INFRACCIONES PENALES,273.0,277.0,275.0,306.0,246.0,316.0,283.0,237.0,242.0,199.0,224.0,200.0,
    TOTAL INFRACCIONES PENALES,61015.0,59750.0,77662.0,73661.0,72157.0,68160.0,66680.0,68747.0,73833.0,74558.0,74455.0,70162.0,
Barcelona,
    1. CONTRA LAS PERSONAS,13607.0,11104.0,14672.0,14439.0,14480.0,13840.0,18633.0,25066.0,24589.0,25631.0,26112.0,25790.0,
    1.1.-Homicidios dolosos/asesinatos,173.0,144.0,187.0,151.0,157.0,153.0,116.0,143.0,128.0,203.0,169.0,185.0,
    1.1.1.-Homicidios dolosos/asesinatos consumados,36.0,36.0,44.0,28.0,49.0,45.0,36.0,39.0,28.0,48.0,44.0,56.0,
    1.2.-Lesiones,8722.0,6827.0,10069.0,9907.0,9903.0,9536.0,9507.0,9755.0,9865.0,10692.0,11225.0,11130.0,
    1.3.-Malos tratos ámbito familiar,4475.0,3886.0,4172.0,4127.0,4138.0,4134.0,3752.0,4172.0,4210.0,3997.0,4000.0,4054.0,
    1.4.-Otros contra las personas,237.0,247.0,244.0,254.0,282.0,17.0,5258.0,10996.0,10386.0,10739.0,10718.0,10421.0,
    2. CONTRA LA LIBERTAD,13805.0,10728.0,12735.0,12571.0,12451.0,12260.0,10566.0,7323.0,7333.0,7879.0,7877.0,7711.0,
    2.1.-Malos tratos habituales en el ámbito familiar,1276.0,992.0,1124.0,1322.0,1288.0,1424.0,2190.0,1986.0,1969.0,2601.0,2729.0,3161.0,
    2.2.-Otros contra la libertad,12529.0,9736.0,11611.0,11249.0,11163.0,10836.0,8376.0,5337.0,5364.0,5278.0,5148.0,4550.0,
    3. LIBERTAD SEXUAL,2406.0,1703.0,2222.0,1936.0,1627.0,1703.0,1426.0,1390.0,1223.0,1218.0,1363.0,1332.0,
    3.1.-Agresión sexual,278.0,173.0,265.0,241.0,243.0,198.0,179.0,206.0,183.0,224.0,245.0,269.0,
    3.2.-Agresión sexual con penetración,436.0,285.0,412.0,345.0,294.0,250.0,225.0,245.0,207.0,218.0,256.0,295.0,
    3.3.-Corrupción de menores o incapacitados,3.0,3.0,6.0,4.0,4.0,2.0,13.0,5.0,5.0,4.0,7.0,44.0,
    3.4.-Pornografía de menores,118.0,137.0,170.0,181.0,129.0,132.0,151.0,135.0,94.0,110.0,130.0,128.0,
    3.5.-Otros contra la libertad e indemnidad sexual,1571.0,1105.0,1369.0,1165.0,957.0,1121.0,858.0,799.0,734.0,662.0,725.0,596.0,
    4. RELACIONES FAMILIARES,588.0,564.0,655.0,708.0,769.0,882.0,1210.0,1431.0,1423.0,1385.0,1226.0,1101.0,
    5. PATRIMONIO,250404.0,234855.0,342591.0,327322.0,287067.0,271608.0,273488.0,271625.0,278548.0,294192.0,293402.0,302154.0,
    5.1.-Hurtos,97043.0,92393.0,165900.0,164695.0,146663.0,135998.0,135650.0,134274.0,135248.0,145149.0,148346.0,149094.0,
    5.2.-Robos con fuerza en las cosas,41419.0,38798.0,54110.0,49423.0,45259.0,46315.0,47541.0,47274.0,51913.0,55610.0,56723.0,64236.0,
    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,23247.0,111.0,25085.0,19974.0,18272.0,18409.0,17715.0,18800.0,22700.0,25382.0,27467.0,32764.0,
    5.2.2.-Robos con fuerza en viviendas,10697.0,10979.0,16036.0,17807.0,15994.0,16283.0,17257.0,14651.0,14783.0,14191.0,13224.0,13524.0,
    5.2.3.-Robos con fuerza en establecimientos,3577.0,5010.0,9.0,4.0,5.0,10.0,12.0,9.0,7.0,5.0,13.0,14.0,
    5.3.-Robos con violencia o intimidación,18360.0,15249.0,23836.0,20151.0,18374.0,17882.0,19176.0,21682.0,25803.0,28497.0,25005.0,22250.0,
    5.3.1.-Robos con violencia en vía pública,13491.0,11124.0,78.0,68.0,54.0,51.0,66.0,46.0,52.0,63.0,44.0,53.0,
    5.3.2.-Robos con violencia en viviendas,782.0,689.0,277.0,287.0,289.0,262.0,277.0,561.0,1305.0,1466.0,1169.0,1147.0,
    5.3.3.-Robos con violencia en establecimientos,1664.0,1454.0,9.0,8.0,4.0,4.0,3.0,3.0,6.0,3.0,1.0,6.0,
    5.4.-Sustracción de vehículos,5074.0,5075.0,8393.0,8001.0,7709.0,6862.0,7328.0,7743.0,8885.0,9436.0,9827.0,10066.0,
    5.5.-Estafas,50792.0,48396.0,47948.0,47108.0,34024.0,29444.0,27120.0,22493.0,19268.0,18650.0,13065.0,12342.0,
    5.5.1.-Estafas informáticas,2585.0,1903.0,1032.0,542.0,362.0,386.0,402.0,440.0,432.0,413.0,356.0,441.0,
    5.6.-Daños,27981.0,26328.0,32216.0,29398.0,27718.0,27648.0,27962.0,27062.0,28094.0,29622.0,31950.0,35392.0,
    5.7.-Contra la propiedad intelectual/industrial,158.0,115.0,160.0,211.0,147.0,211.0,224.0,287.0,315.0,328.0,346.0,450.0,
